[2025-10-23 18:03:30,551] INFO: Конфигурация загружена: {'telegram_token': '8372436135:AAHPh5Jo-fgKz84Wro0oO8jjioVDv-1DURc', 'chat_id': '-4826114309', 'timeframe': '1m', 'volume_filter': 10000000.0, 'price_change_threshold': 1.0, 'bot_status': True, 'indicators_enabled': {'price_change': True, 'rsi': True, 'macd': True, 'volume_surge': True, 'bollinger': True, 'adx': True, 'rsi_macd_divergence': True, 'candle_patterns': False, 'volume_pre_surge': False, 'ema_crossover': False, 'obv': False}, 'min_indicators': 4, 'required_indicators': ['rsi']}
[2025-10-23 18:03:30,587] INFO: Бот запущен. Используй /start или /test в Telegram.
[2025-10-23 18:12:36,452] INFO: Пропущен AVNTUSDT: объем 89936403.4098
[2025-10-23 18:12:36,452] INFO: Отфильтрован AWEUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,453] INFO: Отфильтрован AXLUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,453] INFO: Отфильтрован AXSUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,453] INFO: Отфильтрован B2USDT: объем 2200522.7023 < 10000000.0
[2025-10-23 18:12:36,453] INFO: Отфильтрован B3USDT: объем 771648.0625 < 10000000.0
[2025-10-23 18:12:36,454] INFO: Отфильтрован BABYUSDT: объем 788065.4641 < 10000000.0
[2025-10-23 18:12:36,454] INFO: Отфильтрован BADGERUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,454] INFO: Отфильтрован BANANAS31USDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,454] INFO: Отфильтрован BANANAUSDT: объем 919030.0925 < 10000000.0
[2025-10-23 18:12:36,455] INFO: Отфильтрован BANDUSDT: объем 229974.863 < 10000000.0
[2025-10-23 18:12:36,455] INFO: Отфильтрован BANKUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,455] INFO: Отфильтрован BANUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,455] INFO: Отфильтрован BARDUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,457] INFO: Отфильтрован BATUSDT: объем 2597263.3629 < 10000000.0
[2025-10-23 18:12:36,457] INFO: Отфильтрован BBUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,457] INFO: Отфильтрован BCHPERP: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:12:36,457] INFO: Отфильтрован BCHUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,457] INFO: Отфильтрован BEAMUSDT: объем 1928268.8228 < 10000000.0
[2025-10-23 18:12:36,458] INFO: Отфильтрован BELUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,458] INFO: Пропущен BERAUSDT: объем 12903288.255
[2025-10-23 18:12:36,458] INFO: Отфильтрован BICOUSDT: объем 162222.0745 < 10000000.0
[2025-10-23 18:12:36,458] INFO: Отфильтрован BIGTIMEUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,459] INFO: Отфильтрован BIOUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,459] INFO: Отфильтрован BLASTUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,459] INFO: Отфильтрован BLESSUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,459] INFO: Отфильтрован BLURUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,460] INFO: Отфильтрован BMTUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,460] INFO: Отфильтрован BNBPERP: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:12:36,460] INFO: Пропущен BNBUSDT: объем 344660961.479
[2025-10-23 18:12:36,460] INFO: Отфильтрован BNTUSDT: объем 515188.509 < 10000000.0
[2025-10-23 18:12:36,460] INFO: Отфильтрован BOBAUSDT: объем 156123.6191 < 10000000.0
[2025-10-23 18:12:36,460] INFO: Отфильтрован BOMEUSDT: объем 2732067.4241 < 10000000.0
[2025-10-23 18:12:36,461] INFO: Отфильтрован BRETTUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,461] INFO: Отфильтрован BROCCOLIUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,461] INFO: Отфильтрован BRUSDT: объем 144443.6321 < 10000000.0
[2025-10-23 18:12:36,461] INFO: Отфильтрован BSUUSDT: объем 993579.5048 < 10000000.0
[2025-10-23 18:12:36,461] INFO: Отфильтрован BSVUSDT: объем 1036311.2832 < 10000000.0
[2025-10-23 18:12:36,461] INFO: Отфильтрован BTC-26DEC25: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:12:36,461] INFO: Отфильтрован BTCPERP: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:12:36,462] INFO: Отфильтрован BTCUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,462] INFO: Отфильтрован BTCUSDT-07NOV25: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:12:36,462] INFO: Отфильтрован BTCUSDT-24OCT25: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:12:36,462] INFO: Отфильтрован BTCUSDT-25SEP26: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:12:36,462] INFO: Отфильтрован BTCUSDT-26DEC25: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:12:36,463] INFO: Отфильтрован BTCUSDT-26JUN26: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:12:36,463] INFO: Отфильтрован BTCUSDT-27MAR26: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:12:36,463] INFO: Отфильтрован BTCUSDT-28NOV25: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:12:36,463] INFO: Отфильтрован BTCUSDT-31OCT25: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:12:36,464] INFO: Отфильтрован BTRUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,464] INFO: Отфильтрован BUSDT: объем 814316.3625 < 10000000.0
[2025-10-23 18:12:36,464] INFO: Отфильтрован C98USDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,464] INFO: Пропущен CAKEUSDT: объем 21658301.5567
[2025-10-23 18:12:36,464] INFO: Отфильтрован CAMPUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,464] INFO: Отфильтрован CARVUSDT: объем 869519.2609 < 10000000.0
[2025-10-23 18:12:36,465] INFO: Отфильтрован CATIUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,465] INFO: Отфильтрован CELOUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,465] INFO: Отфильтрован CELRUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,465] INFO: Отфильтрован CETUSUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,465] INFO: Отфильтрован CFXUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,465] INFO: Отфильтрован CGPTUSDT: объем 247356.1635 < 10000000.0
[2025-10-23 18:12:36,465] INFO: Отфильтрован CHESSUSDT: объем 135177.3272 < 10000000.0
[2025-10-23 18:12:36,465] INFO: Отфильтрован CHILLGUYUSDT: объем 753782.0722 < 10000000.0
[2025-10-23 18:12:36,465] INFO: Отфильтрован CHRUSDT: объем 496285.006 < 10000000.0
[2025-10-23 18:12:36,466] INFO: Отфильтрован CHZUSDT: объем 1067588.8546 < 10000000.0
[2025-10-23 18:12:36,466] INFO: Отфильтрован CKBUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,466] INFO: Отфильтрован CLANKERUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,466] INFO: Отфильтрован CLOUDUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,466] INFO: Отфильтрован CLOUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,466] INFO: Пропущен COAIUSDT: объем 374530579.3174
[2025-10-23 18:12:36,467] INFO: Отфильтрован COMPUSDT: объем 2122696.497 < 10000000.0
[2025-10-23 18:12:36,467] INFO: Отфильтрован COOKIEUSDT: объем 1693987.7763 < 10000000.0
[2025-10-23 18:12:36,467] INFO: Отфильтрован COOKUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,467] INFO: Отфильтрован COREUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,469] INFO: Отфильтрован COSUSDT: объем 184163.8867 < 10000000.0
[2025-10-23 18:12:36,469] INFO: Отфильтрован COTIUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,469] INFO: Отфильтрован COWUSDT: объем 450319.9183 < 10000000.0
[2025-10-23 18:12:36,470] INFO: Отфильтрован CROSSUSDT: объем 383391.6076 < 10000000.0
[2025-10-23 18:12:36,470] INFO: Отфильтрован CROUSDT: объем 3195914.2565 < 10000000.0
[2025-10-23 18:12:36,470] INFO: Отфильтрован CRVPERP: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:12:36,471] INFO: Отфильтрован CRVUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,471] INFO: Отфильтрован CTCUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,471] INFO: Отфильтрован CTKUSDT: объем 422214.0589 < 10000000.0
[2025-10-23 18:12:36,471] INFO: Отфильтрован CTSIUSDT: объем 207387.6028 < 10000000.0
[2025-10-23 18:12:36,472] INFO: Отфильтрован CUDISUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,472] INFO: Отфильтрован CUSDT: объем 2010802.9167 < 10000000.0
[2025-10-23 18:12:36,472] INFO: Отфильтрован CVCUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,473] INFO: Отфильтрован CVXUSDT: объем 1281846.9254 < 10000000.0
[2025-10-23 18:12:36,473] INFO: Отфильтрован CYBERUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,473] INFO: Отфильтрован DAMUSDT: объем 1216457.8086 < 10000000.0
[2025-10-23 18:12:36,474] INFO: Отфильтрован DASHUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,474] INFO: Отфильтрован DBRUSDT: объем 5603962.5196 < 10000000.0
[2025-10-23 18:12:36,474] INFO: Отфильтрован DEEPUSDT: объем 2198581.0108 < 10000000.0
[2025-10-23 18:12:36,475] INFO: Отфильтрован DEGENUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,480] INFO: Отфильтрован DENTUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,482] INFO: Отфильтрован DEXEUSDT: объем 704009.877 < 10000000.0
[2025-10-23 18:12:36,483] INFO: Отфильтрован DGBUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,487] INFO: Отфильтрован DIAUSDT: объем 471798.8858 < 10000000.0
[2025-10-23 18:12:36,490] INFO: Отфильтрован DODOUSDT: объем 87875.3226 < 10000000.0
[2025-10-23 18:12:36,493] INFO: Отфильтрован DOGEPERP: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:12:36,496] INFO: Отфильтрован DOGEUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,499] INFO: Отфильтрован DOGSUSDT: объем 1158204.9547 < 10000000.0
[2025-10-23 18:12:36,508] INFO: Отфильтрован DOGUSDT: объем 1184300.9649 < 10000000.0
[2025-10-23 18:12:36,511] INFO: Отфильтрован DOLOUSDT: объем 1054446.6333 < 10000000.0
[2025-10-23 18:12:36,511] INFO: Отфильтрован DOODUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,511] INFO: Отфильтрован DOTPERP: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:12:36,511] INFO: Отфильтрован DOTUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,512] INFO: Отфильтрован DRIFTUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,512] INFO: Отфильтрован DUSKUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,512] INFO: Отфильтрован DYDXUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,512] INFO: Отфильтрован DYMUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,513] INFO: Отфильтрован EDENUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,513] INFO: Отфильтрован EDUUSDT: объем 5597889.9657 < 10000000.0
[2025-10-23 18:12:36,513] INFO: Отфильтрован EGLDUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,513] INFO: Отфильтрован EIGENUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,514] INFO: Отфильтрован ELXUSDT: объем 2943801.5932 < 10000000.0
[2025-10-23 18:12:36,514] INFO: Отфильтрован ENAPERP: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:12:36,514] INFO: Пропущен ENAUSDT: объем 198860770.4319
[2025-10-23 18:12:36,514] INFO: Отфильтрован ENJUSDT: объем 433852.0876 < 10000000.0
[2025-10-23 18:12:36,516] INFO: Отфильтрован ENSOUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,516] INFO: Отфильтрован ENSUSDT: объем 9568308.5941 < 10000000.0
[2025-10-23 18:12:36,516] INFO: Отфильтрован EPICUSDT: объем 344932.3512 < 10000000.0
[2025-10-23 18:12:36,516] INFO: Пропущен EPTUSDT: объем 14515105.6041
[2025-10-23 18:12:36,517] INFO: Отфильтрован ERAUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,517] INFO: Отфильтрован ESPORTSUSDT: объем 1046192.4659 < 10000000.0
[2025-10-23 18:12:36,517] INFO: Отфильтрован ESUSDT: объем 996045.9775 < 10000000.0
[2025-10-23 18:12:36,526] INFO: Отфильтрован ETCPERP: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:12:36,526] INFO: Отфильтрован ETCUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,526] INFO: Отфильтрован ETH-26DEC25: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:12:36,528] INFO: Отфильтрован ETHBTCUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,528] INFO: Отфильтрован ETHFIPERP: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:12:36,528] INFO: Пропущен ETHFIUSDT: объем 16471328.0103
[2025-10-23 18:12:36,528] INFO: Отфильтрован ETHPERP: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:12:36,529] INFO: Пропущен ETHUSDT: объем 6482154376.7041
[2025-10-23 18:12:36,529] INFO: Отфильтрован ETHUSDT-07NOV25: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:12:36,529] INFO: Отфильтрован ETHUSDT-24OCT25: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:12:36,529] INFO: Отфильтрован ETHUSDT-25SEP26: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:12:36,529] INFO: Отфильтрован ETHUSDT-26DEC25: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:12:36,530] INFO: Отфильтрован ETHUSDT-26JUN26: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:12:36,530] INFO: Отфильтрован ETHUSDT-27MAR26: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:12:36,530] INFO: Отфильтрован ETHUSDT-28NOV25: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:12:36,530] INFO: Отфильтрован ETHUSDT-31OCT25: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:12:36,531] INFO: Отфильтрован ETHWUSDT: объем 230134.4683 < 10000000.0
[2025-10-23 18:12:36,531] INFO: Отфильтрован EULUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,531] INFO: Отфильтрован EVAAUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,531] INFO: Отфильтрован FARTCOINPERP: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:12:36,531] INFO: Пропущен FARTCOINUSDT: объем 172446595.6691
[2025-10-23 18:12:36,531] INFO: Пропущен FFUSDT: объем 17460990.361
[2025-10-23 18:12:36,532] INFO: Отфильтрован FIDAUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,532] INFO: Отфильтрован FILUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,532] INFO: Отфильтрован FIOUSDT: объем 691174.8703 < 10000000.0
[2025-10-23 18:12:36,532] INFO: Отфильтрован FLMUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,532] INFO: Отфильтрован FLOCKUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,534] INFO: Отфильтрован FLOWUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,534] INFO: Отфильтрован FLRUSDT: объем 595522.1017 < 10000000.0
[2025-10-23 18:12:36,534] INFO: Отфильтрован FLUIDUSDT: объем 1727214.7128 < 10000000.0
[2025-10-23 18:12:36,534] INFO: Отфильтрован FLUXUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,535] INFO: Отфильтрован FORMUSDT: объем 4264340.8245 < 10000000.0
[2025-10-23 18:12:36,535] INFO: Отфильтрован FORTHUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,535] INFO: Отфильтрован FUELUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,536] INFO: Пропущен FUSDT: объем 70790874.9297
[2025-10-23 18:12:36,536] INFO: Отфильтрован FWOGUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,537] INFO: Отфильтрован FXSUSDT: объем 586180.0471 < 10000000.0
[2025-10-23 18:12:36,537] INFO: Отфильтрован GALAUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,538] INFO: Отфильтрован GASUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,538] INFO: Отфильтрован GIGAUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,538] INFO: Пропущен GIGGLEUSDT: объем 11437025.8935
[2025-10-23 18:12:36,539] INFO: Отфильтрован GLMRUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,539] INFO: Отфильтрован GLMUSDT: объем 796254.4572 < 10000000.0
[2025-10-23 18:12:36,539] INFO: Отфильтрован GMTUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,540] INFO: Отфильтрован GMXUSDT: объем 597292.4599 < 10000000.0
[2025-10-23 18:12:36,540] INFO: Отфильтрован GNOUSDT: объем 184596.4388 < 10000000.0
[2025-10-23 18:12:36,540] INFO: Отфильтрован GOATUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,540] INFO: Отфильтрован GODSUSDT: объем 207529.6027 < 10000000.0
[2025-10-23 18:12:36,541] INFO: Отфильтрован GPSUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,541] INFO: Отфильтрован GRASSUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,541] INFO: Отфильтрован GRIFFAINUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,541] INFO: Отфильтрован GRTUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,541] INFO: Отфильтрован GTCUSDT: объем 245580.787 < 10000000.0
[2025-10-23 18:12:36,542] INFO: Отфильтрован GUNUSDT: объем 957291.4841 < 10000000.0
[2025-10-23 18:12:36,542] INFO: Отфильтрован GUSDT: объем 232833.8202 < 10000000.0
[2025-10-23 18:12:36,542] INFO: Отфильтрован HAEDALUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,542] INFO: Отфильтрован HANAUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,543] INFO: Отфильтрован HBARPERP: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:12:36,543] INFO: Отфильтрован HBARUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,543] INFO: Отфильтрован HEIUSDT: объем 943525.9638 < 10000000.0
[2025-10-23 18:12:36,543] INFO: Отфильтрован HEMIUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,544] INFO: Отфильтрован HFTUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,544] INFO: Отфильтрован HIFIUSDT: объем 621379.0167 < 10000000.0
[2025-10-23 18:12:36,544] INFO: Отфильтрован HIGHUSDT: объем 268515.7678 < 10000000.0
[2025-10-23 18:12:36,544] INFO: Отфильтрован HIPPOUSDT: объем 875398.2791 < 10000000.0
[2025-10-23 18:12:36,544] INFO: Отфильтрован HIVEUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,544] INFO: Отфильтрован HMSTRUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,545] INFO: Отфильтрован HNTUSDT: объем 2399350.119 < 10000000.0
[2025-10-23 18:12:36,545] INFO: Отфильтрован HOLOUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,545] INFO: Отфильтрован HOMEUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,545] INFO: Отфильтрован HOOKUSDT: объем 567564.7055 < 10000000.0
[2025-10-23 18:12:36,545] INFO: Отфильтрован HPERP: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:12:36,546] INFO: Отфильтрован HPOS10IUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,546] INFO: Отфильтрован HUMAUSDT: объем 1868353.0583 < 10000000.0
[2025-10-23 18:12:36,547] INFO: Пропущен HUSDT: объем 22784197.2995
[2025-10-23 18:12:36,547] INFO: Отфильтрован HYPEPERP: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:12:36,547] INFO: Отфильтрован HYPERUSDT: объем 2827788.0095 < 10000000.0
[2025-10-23 18:12:36,547] INFO: Пропущен HYPEUSDT: объем 377994547.2709
[2025-10-23 18:12:36,547] INFO: Отфильтрован ICNTPERP: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:12:36,548] INFO: Отфильтрован ICNTUSDT: объем 1451057.8128 < 10000000.0
[2025-10-23 18:12:36,548] INFO: Отфильтрован ICPUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,548] INFO: Отфильтрован ICXUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,548] INFO: Отфильтрован IDEXUSDT: объем 835730.5638 < 10000000.0
[2025-10-23 18:12:36,549] INFO: Отфильтрован IDUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,549] INFO: Отфильтрован ILVUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,549] INFO: Отфильтрован IMXUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,549] INFO: Отфильтрован INITUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,549] INFO: Отфильтрован INJPERP: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:12:36,549] INFO: Отфильтрован INJUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,550] INFO: Отфильтрован INUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,550] INFO: Отфильтрован IOSTUSDT: объем 232520.1294 < 10000000.0
[2025-10-23 18:12:36,550] INFO: Отфильтрован IOTAUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,550] INFO: Отфильтрован IOTXUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,550] INFO: Отфильтрован IOUSDT: объем 1868617.4295 < 10000000.0
[2025-10-23 18:12:36,550] INFO: Отфильтрован IPPERP: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:12:36,551] INFO: Отфильтрован IPUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,551] INFO: Отфильтрован JASMYUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,551] INFO: Отфильтрован JELLYJELLYUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,551] INFO: Отфильтрован JOEUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,551] INFO: Отфильтрован JSTUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,551] INFO: Отфильтрован JTOUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,552] INFO: Отфильтрован JUPUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,552] INFO: Отфильтрован KAIAUSDT: объем 2487572.4477 < 10000000.0
[2025-10-23 18:12:36,552] INFO: Отфильтрован KAITOUSDT: объем 6771999.4478 < 10000000.0
[2025-10-23 18:12:36,552] INFO: Отфильтрован KASUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,553] INFO: Отфильтрован KAVAUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,553] INFO: Отфильтрован KDAUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,553] INFO: Отфильтрован KERNELUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,553] INFO: Отфильтрован KGENUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,553] INFO: Отфильтрован KMNOUSDT: объем 1760004.6136 < 10000000.0
[2025-10-23 18:12:36,554] INFO: Отфильтрован KNCUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,554] INFO: Отфильтрован KSMUSDT: объем 926450.8156 < 10000000.0
[2025-10-23 18:12:36,554] INFO: Отфильтрован L3USDT: объем 778234.859 < 10000000.0
[2025-10-23 18:12:36,555] INFO: Отфильтрован LAUNCHCOINUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,555] INFO: Отфильтрован LAUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,555] INFO: Отфильтрован LDOUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,555] INFO: Пропущен LIGHTUSDT: объем 36685178.7255
[2025-10-23 18:12:36,557] INFO: Отфильтрован LINEAUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,557] INFO: Отфильтрован LINKPERP: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:12:36,557] INFO: Отфильтрован LINKUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,557] INFO: Отфильтрован LISTAUSDT: объем 1414388.9943 < 10000000.0
[2025-10-23 18:12:36,557] INFO: Отфильтрован LOOKSUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,558] INFO: Отфильтрован LPTUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,558] INFO: Отфильтрован LQTYUSDT: объем 537308.663 < 10000000.0
[2025-10-23 18:12:36,558] INFO: Отфильтрован LRCUSDT: объем 869722.0275 < 10000000.0
[2025-10-23 18:12:36,558] INFO: Отфильтрован LSKUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,558] INFO: Отфильтрован LTCPERP: не заканчивается на USDT или USDT.PERP
[2025-10-23 18:12:36,559] INFO: Отфильтрован LTCUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,559] INFO: Отфильтрован LUMIAUSDT: объем 235068.9249 < 10000000.0
[2025-10-23 18:12:36,559] INFO: Отфильтрован LUNA2USDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,559] INFO: Отфильтрован LYNUSDT: объем 3549330.8978 < 10000000.0
[2025-10-23 18:12:36,559] INFO: Отфильтрован MAGICUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,559] INFO: Отфильтрован MANAUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,560] INFO: Отфильтрован MANTAUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,560] INFO: Отфильтрован MASKUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,560] INFO: Отфильтрован MAVIAUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,560] INFO: Отфильтрован MAVUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,560] INFO: Отфильтрован MBOXUSDT: объем 0.0 < 10000000.0
[2025-10-23 18:12:36,560] INFO: Отфильтрован MELANIAUSDT: объем 0.0 < 10000000.0
